institution	url	ror_results	chosen	score	matching_type	organization.name	organization.id	organization.country.country_name
Boreskov Institute of Catalysis/ Universite Bordeaux 1	https://api.ror.org/organizations?affiliation=Boreskov+Institute+of+Catalysis/+Universite+Bordeaux+1	18	FALSE	0.74	COMMON TERMS	Boreskov Institute of Catalysis	https://ror.org/00kftxm09	Russia
BP EUROPA SE	https://api.ror.org/organizations?affiliation=BP+EUROPA+SE	12	FALSE	0.59	COMMON TERMS	Europa-Institut	https://ror.org/02dm92c46	Germany
Brasilia University	https://api.ror.org/organizations?affiliation=Brasilia+University	18	TRUE	0.93	COMMON TERMS	University of Brasília	https://ror.org/02xfp8v59	Brazil
BRISTOL MYERS-SQUIBB	https://api.ror.org/organizations?affiliation=BRISTOL+MYERS-SQUIBB	10	FALSE	0.9	PHRASE	Bristol-Myers Squibb (France)	https://ror.org/013b57229	France
BROOKHAVEN NATIONAL LABORATORY	https://api.ror.org/organizations?affiliation=BROOKHAVEN+NATIONAL+LABORATORY	18	TRUE	1	PHRASE	Brookhaven National Laboratory	https://ror.org/02ex6cf31	United States
BTG BIOMASS TECHNOLOGY GROUP	https://api.ror.org/organizations?affiliation=BTG+BIOMASS+TECHNOLOGY+GROUP	14	TRUE	0.92	COMMON TERMS	Biomass Technology Group (Netherlands)	https://ror.org/001g7ce71	Netherlands
BUDAPEST UNIVERSITY OF TECHNOLOGY AND ECONOMICS	https://api.ror.org/organizations?affiliation=BUDAPEST+UNIVERSITY+OF+TECHNOLOGY+AND+ECONOMICS	20	TRUE	1	PHRASE	Budapest University of Technology and Economics	https://ror.org/02w42ss30	Hungary
BUDAPEST UNIVERSITY OF TECHNOLOGY AND ECONOMICS,	https://api.ror.org/organizations?affiliation=BUDAPEST+UNIVERSITY+OF+TECHNOLOGY+AND+ECONOMICS,	20	TRUE	1	PHRASE	Budapest University of Technology and Economics	https://ror.org/02w42ss30	Hungary
BUNIVERSITY OF LIEGE, LABORATOIRE DE SPECTROMETRIE DE MASSE L.S.M,	https://api.ror.org/organizations?affiliation=BUNIVERSITY+OF+LIEGE,+LABORATOIRE+DE+SPECTROMETRIE+DE+MASSE+L.S.M,	6	FALSE	0.59	FUZZY	Idaho National Laboratory	https://ror.org/00ty2a548	United States
C INRA – INSTITUT JEAN-PIERRE BOURGIN, UMR1318 INRA-AGROPARISTECH	https://api.ror.org/organizations?affiliation=C+INRA+-+INSTITUT+JEAN-PIERRE+BOURGIN,+UMR1318+INRA-AGROPARISTECH	35	TRUE	1	COMMON TERMS	Institut Jean-Pierre Bourgin	https://ror.org/01wqd6v19	France
C. SORBONNE UNIVERSITÉS, UNIVERSITÉ DE TECHNOLOGIE DE COMPIÈGNE, SERVICE D’ANALYSE PHYSICO-CHIMIQUE (SAPC)	https://api.ror.org/organizations?affiliation=C.+SORBONNE+UNIVERSITES,+UNIVERSITE+DE+TECHNOLOGIE+DE+COMPIEGNE,+SERVICE+D'ANALYSE+PHYSICO-CHIMIQUE+(SAPC)	6	FALSE	0.55	COMMON TERMS	Ruhr University Bochum	https://ror.org/04tsk2644	Germany
C2P2	https://api.ror.org/organizations?affiliation=C2P2	0						
CA' FOSCARI - UNIVERSITÀ DI VENEZIA	https://api.ror.org/organizations?affiliation=CA'+FOSCARI+-+UNIVERSITA+DI+VENEZIA	0						
CALYXIA	https://api.ror.org/organizations?affiliation=CALYXIA	0						
CANOE	https://api.ror.org/organizations?affiliation=CANOE	0						
CARL VON OSSIETZKY UNIVERSITÄT OLDENBURG	https://api.ror.org/organizations?affiliation=CARL+VON+OSSIETZKY+UNIVERSITAT+OLDENBURG	21	TRUE	1	PHRASE	Carl von Ossietzky University of Oldenburg	https://ror.org/033n9gh91	Germany
Carnegie Mellon University	https://api.ror.org/organizations?affiliation=Carnegie+Mellon+University	19	TRUE	1	PHRASE	Carnegie Mellon University	https://ror.org/05x2bcf33	United States
CAtalyseSYnthèseetENvironnement (CASYEN)	https://api.ror.org/organizations?affiliation=CAtalyseSYntheseetENvironnement+(CASYEN)	8	FALSE	0.44	FUZZY	Laboratoire CarMeN	https://ror.org/03bbjky47	France
Catalysis and Separation Division, IFP Energies nouvelles	https://api.ror.org/organizations?affiliation=Catalysis+and+Separation+Division,+IFP+Energies+nouvelles	48	TRUE	1	PHRASE	French Institute of Petroleum	https://ror.org/03gcbhc33	France
CATALYSIS DIVISION, NATIONAL INSTITUTE OF TECHNOLOGY	https://api.ror.org/organizations?affiliation=CATALYSIS+DIVISION,+NATIONAL+INSTITUTE+OF+TECHNOLOGY	42	TRUE	1	PHRASE	Instituto Nacional de Tecnologia	https://ror.org/012ang229	Brazil
Catalysis Institute, Autonoma University of Madrid	https://api.ror.org/organizations?affiliation=Catalysis+Institute,+Autonoma+University+of+Madrid	40	TRUE	0.93	COMMON TERMS	Boreskov Institute of Catalysis	https://ror.org/00kftxm09	Russia
CAVIRO DISTILLERIE	https://api.ror.org/organizations?affiliation=CAVIRO+DISTILLERIE	7	FALSE	0.61	FUZZY	CEVRO Institute	https://ror.org/01pg7ze09	Czechia
CEA	https://api.ror.org/organizations?affiliation=CEA	0						
CEA - DEN/MAR/DTCD/SPDE/LCF	https://api.ror.org/organizations?affiliation=CEA+-+DEN/MAR/DTCD/SPDE/LCF	26	FALSE	0.9	ACRONYM	Canadian Economics Association	https://ror.org/00e6ehb20	Canada
CEA SACLAY	https://api.ror.org/organizations?affiliation=CEA+SACLAY	9	TRUE	1	PHRASE	CEA Saclay	https://ror.org/03n15ch10	France
CEA Saclay, DSM/IRAMIS/NIMBE/LCMCE (Laboratoire de Chimie Moléculaire et de Catalyse pour l'Energie)	https://api.ror.org/organizations?affiliation=CEA+Saclay,+DSM/IRAMIS/NIMBE/LCMCE+(Laboratoire+de+Chimie+Moleculaire+et+de+Catalyse+pour+l'Energie)	22	TRUE	1	COMMON TERMS	Laboratoire de Chimie Moléculaire	https://ror.org/01epym565	France
CEA, CNRS, UNIVERSITÉ PARIS-SACLAY	https://api.ror.org/organizations?affiliation=CEA,+CNRS,+UNIVERSITE+PARIS-SACLAY	25	TRUE	1	PHRASE	University of Paris-Saclay	https://ror.org/03xjwb503	France
CEB - CENTRE OF BIOLOGICAL ENGINEERING, UNIVERSITY OF MINHO	https://api.ror.org/organizations?affiliation=CEB+-+CENTRE+OF+BIOLOGICAL+ENGINEERING,+UNIVERSITY+OF+MINHO	42	TRUE	1	PHRASE	University of Minho	https://ror.org/037wpkx04	Portugal
CEBC	https://api.ror.org/organizations?affiliation=CEBC	1	TRUE	0.9	ACRONYM	Centre d'Etudes Biologiques de Chizé	https://ror.org/00s8hq550	France
CEDRE	https://api.ror.org/organizations?affiliation=CEDRE	1	TRUE	0.9	ACRONYM	Centre de Documentation de Recherche et d'Expérimentation sur les Pollutions Accidentelles des Eaux	https://ror.org/05s184768	France
Cedre Centre de documentation, de recherche et d'expérimentation sur les pollutions accidentelles des eaux	https://api.ror.org/organizations?affiliation=Cedre+Centre+de+documentation,+de+recherche+et+d'experimentation+sur+les+pollutions+accidentelles+des+eaux	36	TRUE	0.97	COMMON TERMS	Centre de Documentation de Recherche et d'Expérimentation sur les Pollutions Accidentelles des Eaux	https://ror.org/05s184768	France
CEIT-IK4	https://api.ror.org/organizations?affiliation=CEIT-IK4	2	FALSE	0.9	ACRONYM	Central European Institute of Technology	https://ror.org/01nvdnb36	Austria
CENTER FOR EDUCATION AND RESEARCH ON MACROMOLECULE	https://api.ror.org/organizations?affiliation=CENTER+FOR+EDUCATION+AND+RESEARCH+ON+MACROMOLECULE	20	TRUE	0.9	ACRONYM	Advanced Neural Dynamics (United States)	https://ror.org/05k7ts633	United States
CENTER FOR EDUCATION AND RESEARCH ON MACROMOLECULES	https://api.ror.org/organizations?affiliation=CENTER+FOR+EDUCATION+AND+RESEARCH+ON+MACROMOLECULES	20	TRUE	0.9	ACRONYM	Advanced Neural Dynamics (United States)	https://ror.org/05k7ts633	United States
Center for Education and Research on Macromolecules (CERM), Chemistry Department	https://api.ror.org/organizations?affiliation=Center+for+Education+and+Research+on+Macromolecules+(CERM),+Chemistry+Department	71	FALSE	0.85	PHRASE	Center for Education Reform	https://ror.org/04h9tqm30	United States
Center for Education and Research on Macromolecules (Ulg)	https://api.ror.org/organizations?affiliation=Center+for+Education+and+Research+on+Macromolecules+(Ulg)	42	FALSE	0.85	PHRASE	Center for Education Reform	https://ror.org/04h9tqm30	United States
Center for Education and Research on Macromolecules (University of Liège)	https://api.ror.org/organizations?affiliation=Center+for+Education+and+Research+on+Macromolecules+(University+of+Liege)	47	TRUE	1	COMMON TERMS	University of Liège	https://ror.org/00afp2z80	Belgium
Center for Education and Research on Macromolecules, University of Liège	https://api.ror.org/organizations?affiliation=Center+for+Education+and+Research+on+Macromolecules,+University+of+Liege	67	TRUE	1	PHRASE	University of Liège	https://ror.org/00afp2z80	Belgium
Center for Environmentally Beneficial Catalysis (CEBC)	https://api.ror.org/organizations?affiliation=Center+for+Environmentally+Beneficial+Catalysis+(CEBC)	20	TRUE	0.9	ACRONYM	Centre d'Etudes Biologiques de Chizé	https://ror.org/00s8hq550	France
CENTER FOR GREEN CHEMISTRY AND CATALYSIS. DEPARTMENT OF CHEMISTRY, MCGILL UNIVERSITY.	https://api.ror.org/organizations?affiliation=CENTER+FOR+GREEN+CHEMISTRY+AND+CATALYSIS.+DEPARTMENT+OF+CHEMISTRY,+MCGILL+UNIVERSITY.	32	TRUE	1	PHRASE	McGill University	https://ror.org/01pxwe438	Canada
Center for Green Manufacturing and Department of Chemistry, The University of Alabama	https://api.ror.org/organizations?affiliation=Center+for+Green+Manufacturing+and+Department+of+Chemistry,+The+University+of+Alabama	18	TRUE	1	PHRASE	University of Alabama	https://ror.org/03xrrjk67	United States
CENTER FOR HEALTH POLICY MANAGEMENT FACULTY OF MEDICINE, UNIVERSITAS GADJAH MADA	https://api.ror.org/organizations?affiliation=CENTER+FOR+HEALTH+POLICY+MANAGEMENT+FACULTY+OF+MEDICINE,+UNIVERSITAS+GADJAH+MADA	37	TRUE	1	PHRASE	Gadjah Mada University	https://ror.org/03ke6d638	Indonesia
CENTER FOR INTEGRATED TECHNOLOGY AND ORGANIC SYNTHESIS - CITOS - UNIVERSITY OF LIEGE	https://api.ror.org/organizations?affiliation=CENTER+FOR+INTEGRATED+TECHNOLOGY+AND+ORGANIC+SYNTHESIS+-+CITOS+-+UNIVERSITY+OF+LIEGE	19	TRUE	1	FUZZY	University of Liège	https://ror.org/00afp2z80	Belgium
Center for Membranes, Korea Research Institute of Chemical Technology	https://api.ror.org/organizations?affiliation=Center+for+Membranes,+Korea+Research+Institute+of+Chemical+Technology	1	TRUE	1	PHRASE	Korea Research Institute of Chemical Technology	https://ror.org/043k4kk20	South Korea
Center for Research on Adaptive Nanostructures and Nanodevices (CRANN)	https://api.ror.org/organizations?affiliation=Center+for+Research+on+Adaptive+Nanostructures+and+Nanodevices+(CRANN)	23	FALSE	0.69	COMMON TERMS	Consorzio Interuniversitario per lo Sviluppo dei Sistemi a Grande Interfase	https://ror.org/010wgh593	Italy
CENTER FOR SURFACE CHEMISTRY AND CATALYSIS (KU LEUVEN)	https://api.ror.org/organizations?affiliation=CENTER+FOR+SURFACE+CHEMISTRY+AND+CATALYSIS+(KU+LEUVEN)	14	TRUE	0.9	ACRONYM	Advanced Neural Dynamics (United States)	https://ror.org/05k7ts633	United States
Center for surface Chemistry and Catalysis, Katholieke universiteit Leuven	https://api.ror.org/organizations?affiliation=Center+for+surface+Chemistry+and+Catalysis,+Katholieke+universiteit+Leuven	44	TRUE	1	PHRASE	KU Leuven	https://ror.org/05f950310	Belgium
Center for surface Chemistry and Catalysis, Katholieke Universiteit Leuven	https://api.ror.org/organizations?affiliation=Center+for+surface+Chemistry+and+Catalysis,+Katholieke+Universiteit+Leuven	44	TRUE	1	PHRASE	KU Leuven	https://ror.org/05f950310	Belgium
CENTER FOR SURFACE CHEMISTRY AND CATALYSIS, KATHOLIEKE UNIVERSITEIT LEUVEN	https://api.ror.org/organizations?affiliation=CENTER+FOR+SURFACE+CHEMISTRY+AND+CATALYSIS,+KATHOLIEKE+UNIVERSITEIT+LEUVEN	36	TRUE	1	PHRASE	KU Leuven	https://ror.org/05f950310	Belgium
Center for Surface Chemistry and Catalysis, KU Leuven	https://api.ror.org/organizations?affiliation=Center+for+Surface+Chemistry+and+Catalysis,+KU+Leuven	37	TRUE	1	PHRASE	KU Leuven	https://ror.org/05f950310	Belgium
Center for Surface Chemistry and Catalysis, KULeuven	https://api.ror.org/organizations?affiliation=Center+for+Surface+Chemistry+and+Catalysis,+KULeuven	38	FALSE	0.79	COMMON TERMS	Centre in Green Chemistry and Catalysis	https://ror.org/029dwxd81	Canada
CENTER OF INNOVATIVE AND APPLIED BIOPROCESSING	https://api.ror.org/organizations?affiliation=CENTER+OF+INNOVATIVE+AND+APPLIED+BIOPROCESSING	28	TRUE	0.9	ACRONYM	Advanced Neural Dynamics (United States)	https://ror.org/05k7ts633	United States
CENTER OF SURFACE CHEMISTRY AND CATALYSIS (KU LEUVEN)	https://api.ror.org/organizations?affiliation=CENTER+OF+SURFACE+CHEMISTRY+AND+CATALYSIS+(KU+LEUVEN)	12	TRUE	0.9	ACRONYM	Advanced Neural Dynamics (United States)	https://ror.org/05k7ts633	United States
Central University of Tamil Nadu	https://api.ror.org/organizations?affiliation=Central+University+of+Tamil+Nadu	18	TRUE	1	PHRASE	Central University of Tamil Nadu	https://ror.org/03ytqnm28	India
CENTRALE LILLE	https://api.ror.org/organizations?affiliation=CENTRALE+LILLE	19	FALSE	0.81	COMMON TERMS	Centrale Marseille	https://ror.org/040baw385	France
Centre d'Etude et de Valorisation des Algues	https://api.ror.org/organizations?affiliation=Centre+d'Etude+et+de+Valorisation+des+Algues	14	TRUE	1	PHRASE	Centre d’étude et de valorisation des algues	https://ror.org/04nwrtj56	France
Centre de Biophysique Moléculaire Numérique, Gembloux Agro-Bio Tech	https://api.ror.org/organizations?affiliation=Centre+de+Biophysique+Moleculaire+Numerique,+Gembloux+Agro-Bio+Tech	29	TRUE	1	COMMON TERMS	Gembloux Agro-Bio Tech	https://ror.org/00bmzhb16	Belgium
centre de développement des énergies renouvelable	https://api.ror.org/organizations?affiliation=centre+de+developpement+des+energies+renouvelable	13	TRUE	0.99	COMMON TERMS	Renewable Energy Development Center	https://ror.org/02eeqxc82	Algeria
Centre de Developpement des Energies Renouvelables	https://api.ror.org/organizations?affiliation=Centre+de+Developpement+des+Energies+Renouvelables	12	TRUE	1	PHRASE	Renewable Energy Development Center	https://ror.org/02eeqxc82	Algeria
Centre de Développement des Energies Renouvelables, CDER,	https://api.ror.org/organizations?affiliation=Centre+de+Developpement+des+Energies+Renouvelables,+CDER,	13	TRUE	1	PHRASE	Renewable Energy Development Center	https://ror.org/02eeqxc82	Algeria
Centre de Documentation de Recherche et d Expérimentations sur les Pollutions Accidentelles des Eaux (Cedre)	https://api.ror.org/organizations?affiliation=Centre+de+Documentation+de+Recherche+et+d+Experimentations+sur+les+Pollutions+Accidentelles+des+Eaux+(Cedre)	15	TRUE	0.98	COMMON TERMS	Centre de Documentation de Recherche et d'Expérimentation sur les Pollutions Accidentelles des Eaux	https://ror.org/05s184768	France
Centre de Documentation de Recherche et d’Expérimentations sur les Pollutions Accidentelles des Eaux (CEDRE)	https://api.ror.org/organizations?affiliation=Centre+de+Documentation+de+Recherche+et+d'Experimentations+sur+les+Pollutions+Accidentelles+des+Eaux+(CEDRE)	15	TRUE	0.99	COMMON TERMS	Centre de Documentation de Recherche et d'Expérimentation sur les Pollutions Accidentelles des Eaux	https://ror.org/05s184768	France
CENTRE DE RECHERCHE PAUL PASCAL	https://api.ror.org/organizations?affiliation=CENTRE+DE+RECHERCHE+PAUL+PASCAL	0						
Centre de Recherche sur les Matériaux Lignocellulosiques	https://api.ror.org/organizations?affiliation=Centre+de+Recherche+sur+les+Materiaux+Lignocellulosiques	17	FALSE	0.72	COMMON TERMS	Centre de Recherche sur les Ions, les Matériaux et la Photonique	https://ror.org/02y0gk295	France
Centre de Recherches en Analyses Physico-chimiques (CRAPC)	https://api.ror.org/organizations?affiliation=Centre+de+Recherches+en+Analyses+Physico-chimiques+(CRAPC)	17	FALSE	0.85	FUZZY	STIC Research Centre	https://ror.org/016wdna72	France
CENTRE FOR ENVIRONMENTAL MANAGEMENT AND CONTROL (CEMAC)	https://api.ror.org/organizations?affiliation=CENTRE+FOR+ENVIRONMENTAL+MANAGEMENT+AND+CONTROL+(CEMAC)	22	TRUE	0.9	ACRONYM	Advanced Neural Dynamics (United States)	https://ror.org/05k7ts633	United States
Centre for Research and Technology Hellas	https://api.ror.org/organizations?affiliation=Centre+for+Research+and+Technology+Hellas	8	TRUE	1	PHRASE	Centre for Research and Technology Hellas	https://ror.org/03bndpq63	Greece
CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS (CERTH)	https://api.ror.org/organizations?affiliation=CENTRE+FOR+RESEARCH+AND+TECHNOLOGY+HELLAS+(CERTH)	2	TRUE	1	COMMON TERMS	Centre for Research and Technology Hellas	https://ror.org/03bndpq63	Greece
Centre for Surface Chemistry & Catalysis, KU Leuven	https://api.ror.org/organizations?affiliation=Centre+for+Surface+Chemistry+&+Catalysis,+KU+Leuven	16	FALSE	0.86	COMMON TERMS	Centre for Organic Chemistry (Czechia)	https://ror.org/03ve83257	Czechia
Centre for Surface Chemistry and Catalysis - KU Leuven	https://api.ror.org/organizations?affiliation=Centre+for+Surface+Chemistry+and+Catalysis+-+KU+Leuven	36	FALSE	0.86	COMMON TERMS	Centre for Organic Chemistry (Czechia)	https://ror.org/03ve83257	Czechia
Centre for Surface Chemistry and Catalysis at the	https://api.ror.org/organizations?affiliation=Centre+for+Surface+Chemistry+and+Catalysis+at+the	37	FALSE	0.86	COMMON TERMS	Centre for Organic Chemistry (Czechia)	https://ror.org/03ve83257	Czechia
Centre for Surface Chemistry and Catalysis, K.U. Leuven	https://api.ror.org/organizations?affiliation=Centre+for+Surface+Chemistry+and+Catalysis,+K.U.+Leuven	44	FALSE	0.87	COMMON TERMS	KU Leuven	https://ror.org/05f950310	Belgium
Centre for Surface Chemistry and Catalysis, KU Leuven	https://api.ror.org/organizations?affiliation=Centre+for+Surface+Chemistry+and+Catalysis,+KU+Leuven	37	TRUE	1	PHRASE	KU Leuven	https://ror.org/05f950310	Belgium
Centre for Surface Chemistry and Catalysis, KULeuven	https://api.ror.org/organizations?affiliation=Centre+for+Surface+Chemistry+and+Catalysis,+KULeuven	38	FALSE	0.86	COMMON TERMS	Centre for Organic Chemistry (Czechia)	https://ror.org/03ve83257	Czechia
CENTRE INRA DE NOUVELLE AQUITAINE—BORDEAUX UR1264 MYCSA, INRA, VILLENAVE D'ORNON, FRANCE	https://api.ror.org/organizations?affiliation=CENTRE+INRA+DE+NOUVELLE+AQUITAINE-BORDEAUX+UR1264+MYCSA,+INRA,+VILLENAVE+D'ORNON,+FRANCE	29	TRUE	0.91	COMMON TERMS	Centre Nouvelle Aquitaine-Bordeaux	https://ror.org/00tebkv94	France
Centre of Science for Renewable Resources	https://api.ror.org/organizations?affiliation=Centre+of+Science+for+Renewable+Resources	16	FALSE	0.64	FUZZY	Center for Renewable Energy Sources and Saving	https://ror.org/02ev1p206	Greece
Centre Technique de Conservation des Produits Agricoles	https://api.ror.org/organizations?affiliation=Centre+Technique+de+Conservation+des+Produits+Agricoles	17	TRUE	0.97	COMMON TERMS	Centre Technique de la Conservation des Produits Agricoles	https://ror.org/00edve068	France
Centre Technique du Papier	https://api.ror.org/organizations?affiliation=Centre+Technique+du+Papier	13	TRUE	1	PHRASE	Pulp and Paper Technical Centre	https://ror.org/01trpqt29	France
CENTRE TECHNIQUE DU PAPIER	https://api.ror.org/organizations?affiliation=CENTRE+TECHNIQUE+DU+PAPIER	13	TRUE	1	PHRASE	Pulp and Paper Technical Centre	https://ror.org/01trpqt29	France
CENTRO DE INVESTIGAÇÃO DE MONTANHA (CIMO) AND LABORATORY OF SEPARATION AND REACTION ENGINEERING - LABORATORY OF CATALYSIS AND MATERIALS (LSRE-LCM), INSTITUTO POLITÉCNICO DE BRAGANÇA	https://api.ror.org/organizations?affiliation=CENTRO+DE+INVESTIGACAO+DE+MONTANHA+(CIMO)+AND+LABORATORY+OF+SEPARATION+AND+REACTION+ENGINEERING+-+LABORATORY+OF+CATALYSIS+AND+MATERIALS+(LSRE-LCM),+INSTITUTO+POLITECNICO+DE+BRAGANCA	3	TRUE	1	ACRONYM	Advanced Neural Dynamics (United States)	https://ror.org/05k7ts633	United States
CENTRO DE INVESTIGAÇÃO DE MONTANHA (CIMO), INSTITUTO POLITÉCNICO DE BRAGANÇA	https://api.ror.org/organizations?affiliation=CENTRO+DE+INVESTIGACAO+DE+MONTANHA+(CIMO),+INSTITUTO+POLITECNICO+DE+BRAGANCA	2	FALSE	0.57	FUZZY	University of Puerto Rico at Utuado	https://ror.org/05s2fqz02	United States
CENTRO DE INVESTIGAÇÃO DE MONTANHA (CIMO), LABORATORY OF SEPARATION AND REACTION ENGINEERING - LABORATORY OF CATALYSIS AND MATERIALS (LSRE-LCM), INSTITUTO POLITÉCNICO DE BRAGANÇA	https://api.ror.org/organizations?affiliation=CENTRO+DE+INVESTIGACAO+DE+MONTANHA+(CIMO),+LABORATORY+OF+SEPARATION+AND+REACTION+ENGINEERING+-+LABORATORY+OF+CATALYSIS+AND+MATERIALS+(LSRE-LCM),+INSTITUTO+POLITECNICO+DE+BRAGANCA	4	TRUE	1	ACRONYM	Advanced Neural Dynamics (United States)	https://ror.org/05k7ts633	United States
CENTRO DE QUÍMICA ESTRUTURAL, INSTITUTO SUPERIOR TÉCNICO, UNIVERSIDADE DE LISBOA	https://api.ror.org/organizations?affiliation=CENTRO+DE+QUIMICA+ESTRUTURAL,+INSTITUTO+SUPERIOR+TECNICO,+UNIVERSIDADE+DE+LISBOA	1	FALSE	0.24	ACRONYM	Open Knowledge Foundation Deutschland	https://ror.org/02cfy3z22	Germany
CERMAV-CNRS	https://api.ror.org/organizations?affiliation=CERMAV-CNRS	4	TRUE	0.9	ACRONYM	Centre de Recherches sur les Macromolécules Végétales	https://ror.org/0003ege03	France
CERTECH	https://api.ror.org/organizations?affiliation=CERTECH	0						
CERTECH ASBL	https://api.ror.org/organizations?affiliation=CERTECH+ASBL	7	TRUE	0.9	ACRONYM	Belgian Brain Tumor Support	https://ror.org/02fdpqp39	Belgium
CESAM, University of Aveiro	https://api.ror.org/organizations?affiliation=CESAM,+University+of+Aveiro	21	TRUE	1	PHRASE	University of Aveiro	https://ror.org/00nt41z93	Portugal
